PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
134059;CDM Daoiz y Velarde 1;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes de 9 a 20,30 horas. Sabados, domingos y festivos de 9 a 14,30 horas.   Cierre completo del centro     Mes de agosto y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles: (de 0 a 3 años): matronatacion y natacion.  Infantiles (edad, segun modalidades): badminton, baloncesto, natacion, natacion sincronizada,  polideportiva y salvamento acuatico.  Jovenes y personas adultas: carrera acuatica (acuarunning), ciclo sala, fitness, gimnasia acuatica  (acuagim), gimnasia de compensacion, natacion, natacion de compensacion, natacion embarazada, pilates/estiramientos y tonificacion.  Mayores 65 años: acondicionamiento fisico, gimnasia acuatica (acuagim), natacion y pilates.  Personas con discapacidad intelectual: baloncesto.   Equipamientos    Superficie total de las instalaciones: 9.496 metros cuadrados.  Unidades deportivas al aire libre: 1 pista de padel (cristal).  Unidades deportivas cubiertas: 1 pabellon polideportivo, 1 piscina (vaso de 25 m. y vaso de enseñanza), 1 sala ciclo, 2 salas multiusos, 1 sala de musculacion, y 1 sala de fisioterapia/hidroterapia (fuera de servicio).  Oficina de promocion deportiva: responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.   Servicio de Medicina Deportiva: acondicionamiento cardiovascular, fisioterapia deportiva, reconocimientos medicos deportivos y servicio de fisioterapia.  Ayudas tecnicas para la accesibilidad: 1 ascensor y 1 grua de piscina.  C olumna de rescate cardiaco.   Acceso controlado.;Metro: Pacifico (lineas 1 y 6), Menendez Pelayo (linea 1).  Renfe: Mendez Alvaro, Atocha (todas las lineas de cercanias).  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=380d5f463b81c010VgnVCM1000000b205a0aRCRD;DAOiZ Y VELARDE;PLAZA;V;5;;;;;MADRID;MADRID;28007;1;PACIFICO;3;RETIRO;442528;4472638;4.040.236.990.974.130;-36.772.808.932.293.200;"914 338 950                                                                                  
914 338 770";;idmdvelarde@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
84661;CDM El Olivillo;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Cierre completo del centro   Los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Infantiles (6 a 14 años): tenis de mesa.   Equipamientos    Superficie total de las instalaciones: 2.660 metros cuadrados.  Unidades deportivas cubiertas:  pabellon polideportivo.   Deportes practicables:  baloncesto y futbol sala.   Acceso controlado.;Metro: Lucero (linea 6).;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=61ff5c2cdc41c010VgnVCM2000000c205a0aRCRD;OLIVILLO;CALLE;V;4;;;;;MADRID;MADRID;28011;3;LUCERO;10;LATINA;436711;4473147;4.040.652.470.221.460;-3.745.889.233.801.080;914 790 212;;idmolivillo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4676;CDM Entrevias;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8:30 a 14:30 y de 14:45 a 20:30 horas.  Sabados, domingos y festivos: de 8:30 a 14:30 horas.     Cierre completo del centro      Los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre infantiles  actividad fisica y juegos, matrogimnasia, matronatacion y natacion peques.  Infantiles (edad, segun modalidades): natacion, futbol, habitos saludables,  polideportiva, pretenis, tenis y voleibol.  Jovenes y personas adultas: acondicionamiento de nadadores, combinada (acuagim-fitness, natacion-pilates), fitness, futbol, habitos saludables, natacion, natacion embarazadas, pilates y tenis.  Mayores 65 años: acondicionamiento fisico, habitos saludables, natacion y pilates.  Personas con discapacidad: natacion.  Programa deportivo en la calle:  caminar por Madrid.    Equipamientos    Superficie total de las instalaciones: 41.800 metros cuadrados.  Unidades deportivas al aire libre: 1 campo de futbol (de cesped artificial), piscina (vaso de 50 metros y vaso infantil), 2 pistas de tenis, rocodromo y tenis de mesa.  Unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), 1 pista polideportiva, 2 salas multiusos y sala de musculacion.  Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.  Ayuda tecnica para la accesibilidad:  1 ascensor y 1 grua de piscina.  Columna de rescate cardiaco.   Acceso controlado.;Renfe: Asamblea de Madrid - Entrevias (lineas C2, C7 y C8).  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e57b0c40971c010VgnVCM1000000b205a0aRCRD;SUR;RONDA;V;4;;;;;MADRID;MADRID;28053;1;ENTREVIAS;13;PUENTE DE VALLECAS;442741;4469977;40.378.413.212.706.200;-3.674.532.317.137.480;917 854 214;;idmentrevias@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
120275;CDM Faustina Valladolid;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20:30 horas. Festivos:  Lunes  a viernes, cerrado. Sabados y domingos, de 9 a 20:30 horas.     Cierre completo del centro   Festivos, y fines de semana del mes agosto, y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-Infantiles: actividad fisica y juegos, matronatacion y (2 y 3 años) natacion.  Infantiles baloncesto, futbol, gimnasia ritmica, karate, natacion, padel, salvamento acuatico, tenis y pre-tenis.  Jovenes y personas adultas acuapilates, aerofitness, aquapilates/natacion salud, carrera acuatica, carrera acuatica/natacion, ciclo sala, fitness, fitness acuatico, gim-jazz fitness, karate, natacion, padel, pilates,  salvamento acuatico y tenis.    Mayores de 65 años: acondicionamiento fisico deportivo, acuapilates,  baile estiramientos/relax, gimnasia acuatica (acuagim), natacion y pilates (iniciacion).  Actividades para personas con discapacidad fisica: natacion (infantil y adulto).  Actividades para personas con discapacidad intelectual (de 6 a 64 años, segun modalidades): baloncesto (mayores de 12 años),  padel (infantil y adulto).  Actividades para personas con discapacidad sensorial (sordos): natacion (mayores de 16 años), padel (mayores de 16 años) y voleibol.   Equipamientos    Superficie total de las instalaciones: 47.000 metros cuadrados.  Unidades deportivas al aire libre: campo de futbol (de cesped artificial), 2 campos de futbol 7 (de cesped artificial), 10 pistas de padel y 9 pistas de tenis.  Unidades deportivas cubiertas: pabellon polideportivo, piscina (1 vaso de 25 m. y 1 vaso de enseñanza), sala de esgrima,sala de musculacion y 2 salas multiusos.   Ayuda tecnica para la accesibilidad: 1 ascensor y 2 gruas de piscina.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Valdebernardo (linea 9).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones .;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64f79262ef5d010VgnVCM1000000b205a0aRCRD;LADERA DE LOS ALMENDROS;CALLE;V;2;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;447145;4472806;4.040.418.961.057.290;-3.622.901.144.863.190;917 723 591;;idmvaldebernardo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4703;CDM Fernando Martin;;Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes, de 8:30 a 20:30 horas.Sabados, domingos y festivos (primeros y ultimos de mes), de 8:30 a 14:30 horas.  Cierre completo del Centro:  El mes de agosto y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre infantiles: (4 y 5 años) actividad fisica y juegos, y natacion.  Infantiles  (edad, segun modalidades)  : baloncesto, natacion, salvamento acuatico, pretenis y tenis.    Personas jovenes y adultas:   aerobic, bailes, baloncesto, gimnasia acuatica (acuagim), fitness, fitness acuatico, natacion, natacion de compensacion, natacion embarazadas, pilates y tenis.    Mayores 65 años   : acondicionamiento fisico, gimnasia acuatica (acuagim), natacion y pilates.     Programa deportivo en la calle:  caminar por Madrid.    Equipamientos    Superficie total de las instalaciones: 11.200 metros cuadrados.  Unidades deportivas al aire libre:   pista polideportivo, 2 pistas de tenis y 4 pistas de padel.        Unidades deportivas cubiertas:  pabellon polideportivo, piscina (vaso de 25 metros), sala multiusos y sala de musculacion.      Oficina de promocion deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera informacion sobre escuelas de promocion deportiva.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Francos Rodriguez (linea 7).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD;SANTO ANGEL DE LA GUARDA;AVENIDA;V;6;;;;;MADRID;MADRID;28039;4;VALDEZARZA;9;MONCLOA-ARAVACA;439619;4479162;40.460.935.404.623.100;-37.121.918.299.288.600;914 507 344 - 914 505 530;;idmfmartin@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4623547;CDM Francisco Fernandez Ochoa;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de la distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 8 a 21 horas. Sabados, domingos y festivos: de 8 a 20 horas.   Cierre completo del centro    Dias 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.  La piscina permanecera cerrada del 1 al 31 de agosto.;Clases y escuelas deportivas    Preinfantiles:  matronatacion, natacion peques, educacion fisica de base (polideportiva).   Infantiles  (edad, segun modalidades) : aerobic/bailes, bailes, baloncesto, futbol, gimnasia ritmica, hockey patines, judo, natacion, natacion deportiva, natacion sincronizada, patinaje, educacion fisica de base (polideportiva), tenis y voleibol.    Jovenes y adultos  (jovenes 15 a 26 años- adultos 27 a 64 años): acondicionamiento fisico/total training, aerobic/step, aerobic/zumba, bailes, ciclo sala, combinada/compensacion, defensa personal, entrenamiento funcional (suspension, hit, trx), fitness cross, fitness/body attack, fitness/body contact, gimnasia suave/body balance, futbol, natacion, natacion de compensacion, natacion deportiva, natacion embarazadas, padel, patinaje, pilates, tenis, tonificacion/bodypump, tonificacion/grit series, triatlon, triatlon swimmers.    Mayores 65 años : actividad acuatica, actividad fisica /en forma senior, gimnasia acuatica (acuagim/acua senior), natacion, pilates senior.   Personas con discapacidad : actividad acuatica, natacion para personas con daño cerebral adquirido, padel adaptado.    Programa deportivo en la calle: triatlon runners.    Equipamientos    Superficie total de las instalaciones: 7.706,41 metros cuadrados  Unidades Deportivas al aire libre: 2 campos de futbol 7 (cesped artificial), pista de hockey patines y patinaje techada, 8 Pistas de padel,y  6 Pistas de tenis.  Unidades Deportivas cubiertas: pabellon polideportivo, piscinas con solarium ( (vaso de 50 metros distribuido en calles de 25 metros y vaso de enseñanza), 3 salas multiusos, sala de musculacion.  Ayudas tecnicas para la accesibilidad: 2 ascensores y 2 gruas de piscina.  Servicio de Medicina Deportiva: fisioterapia del deporte.  Acceso controlado.;Metro: La Peseta , San Francisco (linea 11).  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.;Consulta listado de actividades:   Presencialmente: en el CDM  donde se desarrolla la actividad que se solicita, y dentro de los plazos establecidos.  En linea:  a traves de Deportes/web y descargandote la app Avisos Madrid, a traves de uno de los siguientes enlaces.  Para Android, a traves de Google Play  Para iOs, a traves de Apple Store;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD;CATORCE OLIVAS;CALLE;V;1;;;;;MADRID;MADRID;28054;6;BUENAVISTA;11;CARABANCHEL;437097;4468625;4.036.581.776.978.110;-3.740.893.980.533.780;"915 883 623 
915 883 731";;idmffochoa@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
124194;CDM Felix Rubio;;Horario de uso  de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De 9 a 20:30 horas, de lunes a domingo.   Cierre completo del centro   Mes de agosto y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas y deportivas    Infantiles: escuelas en colaboracion de futbol, balonmano y gimnasia ritmica.    Jovenes y personas adultas: escuelas en colaboracion de futbol, balonmano y gimnasia ritmica, clases de acondicionamiento fisico general, tonificacion, correccion postural dentro del programa Gimnasia Salud.   Mayores 65 años:   acondicionamiento fisico.     Equipamientos    Superficie total de las instalaciones: 8.630 metros cuadrados.  Unidades Deportivas al aire libre: bloque de escalada, campo de futbol (cesped artificial, convertible en 2 campos de futbol 7), fronton corto, 2 pistas de baloncesto 3 x 3, 4 pistas de frontenis, pista de futbol 5 x 5, 2 pistas de futbol 1 x 1 (pistas pana), y pista polideportiva.  Unidades deportivas cubiertas:  pabellon polideportivo, rocodromo y sala de cardiovascular.    Oficina de promocion deportiva:   responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.   Acceso controlado.;Metro: Ciudad de los Angeles (linea 3).  Renfe: Villaverde Bajo (lineas C3 y C4).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=330d79262ef5d010VgnVCM1000000b205a0aRCRD;ALIANZA;CALLE;V;4;;;;;MADRID;MADRID;28041;4;LOS ROSALES;17;VILLAVERDE;441281;4467659;40.357.429.678.675.200;-3.691.528.804.696.940;913 180 435;;idmfrubio@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Rocodromo
4698;CDM Gallur;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 8,30 a 20,30 horas. Sabados, domingos y festivos: de 8,30 a 14,30 horas. Festivos cerrado.  Por organizacion del servicio, se cierra fin de semana y festivos de 10 a 10,30 horas.(esto puede verse modificado por las necesidades del servicio).   Cierre completo del centro   Mes de agosto, dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas  deportivas    Pre-Infantiles (0 a 3 años):  matronatacion y natacion.  Infantiles: baloncesto, futbol, natacion, natacion sincronizada, polideportiva, salvamento acuatico, pre-tenis y tenis y padel.  Personas jovenes y adultas: (15 a 64 años): natacion, gimnasia acuatica, natacion acondicionamiento, fuerza gap, pilates, fitness, entrenamiento funcional, ejercicio fisico saludable, nataciones embarazadas, iniciacion a la actividad fisica, ciclo sala, estiramientos y relajacion, padel, pickleball, fitness acuatico, combinada y circuito estiramiento  Mayores de 65 años : acondicionamiento fisico, combinada (acondicionamiento fisico musical/pilates), gimnasia acuatica  /acuagim), natacion y pilates.  Actividades para personas con discapacidad fisica: natacion (infantil y adulta), entrenamiento funcional y futbol sala.   Equipamientos     Superficie total de las instalaciones: 63.896 metros cuadrados.    Unidades deportivas al aire libre: fronton largo, 10 pistas de tenis, 12 pistas de padel, 14 pistas de pickleball, campo de futbol, campo de futbol 5, pista polideportiva, pista de voley playa, mesas de teqball.    Unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), sala de musculacion, sala multiusos (ciclo sala) y pista de atletismo.    Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.    Ayudas tecnicas a la accesibilidad: 2 ascensores y 1 grua de piscina.    Columna de rescate cardiaco.    Acceso controlado.;Metro: Carpetana, Laguna (linea 6).  Renfe: Laguna (linea C5).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.  Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92d79262ef5d010VgnVCM1000000b205a0aRCRD;GALLUR;CALLE;V;2;;;;;MADRID;MADRID;28047;1;LOS CARMENES;10;LATINA;437595;4472245;40.398.474.762.124.000;-3.735.371.180.736.430;"915 089 401
915 251 059";;idmgallur@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
51661;CDM Gimnasio Moscardo;;Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8,30 a 20,30 horas. Sabados, domingos y festivos: de 9 a 14,30 horas.   Cierre completo del centro    El mes de agosto y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 mayo.;Clases y escuelas deportivas    Pre-Infantiles (de 1 a 3 años): Matronatacion.  Pre-Infantiles (de 3 a 5 años): natacion.  Infantiles (de 6 a 14 años): gimnasia ritmica, karate shyto, natacion, natacion sincronizada, padel y tenis.  Clases para jovenes (de 15 a 24 años): natacion.  Clases para jovenes y adultos (de 15 a 64 años): fitness, karate shyto, gimnasia ritmica, natacion, padel, pilates, tenis, natacion acondicionamiento, natacion aletas, gimnasia acuatica, fitness acuatico, yoga, boxeo, intervalico, marcha nordica, fuerza core, fuerza GAP, fuerza sala, circuito fitness, cuerpo-mente, entrenamiento funcional, padel acondicionamiento.  Actividades para mayores de 65 años: acondicionamiento fisico, gimnasia salud, pilates, natacion, gimnasia acuatica, natacion salud.  Actividades para personas con discapacidad fisica: natacion (todos los grupos de edad).  Actividades para personas con discapacidad fisica sensorial (sordos): natacion (adultos y mayores).  Oficina de promocion deportiva: responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales y Copas de Primavera. Ademas, ofrece informacion sobre Escuelas de Promocion Deportiva.  Servicio de medicina deportiva: acondicionamiento cardiovascular, fisioterapia del deporte y reconocimientos medicos.  Atencion Tecnica Personalizada, ATP: registro y gestion de entrevistas personalizadas para adecuar la actividad fisica al ciudadano en relacion con sus particularidades en el campo de la salud.   Equipamientos    Superficie: 4.650 metros cuadrados.  Unidades deportivas al aire libre: 1 pista de padel (cristal), 1 pista de tenis.  Unidades deportivas cubiertas: 1 pabellon de gimnasia, 1 pabellon polideportivo, 2 piscinas de 25 metros y 1 vaso de enseñanza, 2 salas multiusos, 1 sala de enfermeria, 1 sala de medicina deportiva, 1 sala de fisioterapia y 1 sala de musculacion.  Ayudas tecnicas para la accesibilidad: 2 ascensores, 1 plataforma y 1 grua de piscina.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Avenida de America (lineas 4, 6, 7 y 9), Cartagena (linea 7), Diego de Leon (lineas 4, 5 y 6).  Bicicleta:  El centro dispone de aparcabicicletas  exterior con capacidad para 25 bicicletas.  Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7cee7510551c010VgnVCM2000000c205a0aRCRD;PILAR DE ZARAGOZA;CALLE;V;93;;;;;MADRID;MADRID;28028;4;GUINDALERA;4;SALAMANCA;442795;4476586;40.437.945.289.676.900;-3.674.502.029.997.260;913 553 201 -  919 246 793;;idmgmoscardo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4680;CDM Hortaleza;;Horario de uso de las instalaciones deportivas   Para conocer el horario de apertura de las distintas instalaciones del centro deportivo, rogamos lo consulten directamente con el propio centro.  Horario de taquilla:     De lunes a viernes: de 8:30 a 20:30 horas. Sabados y domingos: de 8:30 a 14:30 horas.   Cierre completo del centro   Dias 24, 25 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.;Clases y escuelas deportivas    Peques: natacion.  Infantiles (edad, segun modalidades): badminton, gimnasia ritmica, natacion, salvamento acuatico y tenis.  Personas jovenes: badminton, natacion, salvamento acuatico y tenis.  Personas adultas: aerofitness, aerogap, carrera acuatica, ciclo sala, circuito, correr por Madrid, estiramientos-relajacion, fitness, fitness acuatico, gimnasia salud, natacion, padel, pilates, tenis, yoga.  Mayores 65 años: acondicionamiento fisico, cuerpo y mente, estiramientos-relajacion y natacion.  Actividades para personas con discapacidad fisica:   natacion (adulta e infantil).       Equipamientos      Superficie total de las instalaciones: 46.956 metros cuadrados.  Unidades deportivas al aire libre:  piscina (vaso de 50 metros, vaso de enseñanza y vaso infantil), 4 pistas de padel (adaptadas y de cesped artificial), pista polideportiva y 1 pista de tenis (cesped artificial).   Unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de 25 metros), sala multiusos, ciclo-sala y sala de musculacion.   Accesibilidad:  2 gruas de piscina.   Columna de rescate cardiaco.   Acceso controlado.;Metro: Parque de Santa Maria (linea 4), Hortaleza (linea 4).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=705d79262ef5d010VgnVCM1000000b205a0aRCRD;ESTACION DE HORTALEZA;CARRETERA;V;11;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;444784;4481305;404.787.279.264.401;-36.527.183.525.553.000;913818260;;idmhortaleza@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4704;CDM Jose Maria Cagigal;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo de 8:30 a 20:30 horas.   Cierre completo del centro      Los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años): matronatacion y natacion.  Infantiles (edad segun modalidad)  : baloncesto, balonmano, psicomotricidad, natacion,  natacion discapacitados, salvamento y socorrismo, tenis y padel.    Jovenes y personas adultas (de 15 a 64 años): acondicionamiento fisico deportivo, acondicionamiento nadadores, aero-fitness, carrera acuatica, ciclo-sala, circuito fitness, cuerpo-mente, estiramientos y relajacion, fitness acuatico, (GAP) fuerza- gluteos-abdomen-piernas, natacion, natacion embarazadas, musculacion, pilates y salvamento y socorrismo.     Mayores de 65 años: actividad acuatica, actividad fisica, carrera acuatica, natacion, pilates, tenis y yoga.    Programa Deporte en la calle: caminar por Madrid, y marcha nordica.  Programa de Psicomotricidad infantil    Actividades para la Salud: ejercicio fisico saludable, dolor cronico, acondicionamiento cardiovascular y escuela de espalda.   Equipamientos    Superficie total de instalaciones: 18.850 metros cuadrados.  Unidades deportivas al aire libre: piscina (vaso de 50 metros vaso de recreo y vaso infantil), 3 pistas de padel y 3 pistas de tenis.      Unidades deportivas cubiertas:     pabellon polideportivo, piscina (vaso de 25 metros), vaso de enseñanza, 2 salas multiusos, sala de ciclo y sala de multitrabajo.  Servicio de Medicina Deportiva: reconocimientos medicos y rehabilitacion cardiaca.  Servicio de Fisioterapia: sala de fisioterapia e hidroterapia deportiva   Unidades auxiliares: auditorio y sala de lectura (gestion Junta Municipal).  Oficina de promocion deportiva:   responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.    Ayudas tecnicas para la accesibilidad: 3 ascensores, rampas de acceso y grua de piscinas.  Columna de rescate cardiaco.   Acceso controlado.;Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad , para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones  .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=177d79262ef5d010VgnVCM1000000b205a0aRCRD;SANTA POLA;CALLE;V;22;;;;;MADRID;MADRID;28008;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;437491;4475985;4.043.214.955.342.780;-37.369.645.992.831.300;608268794;;idmjmcagigal@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
