PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
134059;CDM Daoíz y Velarde 1;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes de 9 a 20,30 horas. Sábados, domingos y festivos de 9 a 14,30 horas.   Cierre completo del centro     Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles: (de 0 a 3 años): matronatación y natación.  Infantiles (edad, según modalidades): badminton, baloncesto, natación, natación sincronizada,  polideportiva y salvamento acuático.  Jóvenes y personas adultas: carrera acuática (acuarunning), ciclo sala, fitness, gimnasia acuática  (acuagim), gimnasia de compensación, natación, natación de compensación, natación embarazada, pilates/estiramientos y tonificación.  Mayores 65 años: acondicionamiento físico, gimnasia acuática (acuagim), natación y pilates.  Personas con discapacidad intelectual: baloncesto.   Equipamientos    Superficie total de las instalaciones: 9.496 metros cuadrados.  Unidades deportivas al aire libre: 1 pista de pádel (cristal).  Unidades deportivas cubiertas: 1 pabellón polideportivo, 1 piscina (vaso de 25 m. y vaso de enseñanza), 1 sala ciclo, 2 salas multiusos, 1 sala de musculación, y 1 sala de fisioterapia/hidroterapia (fuera de servicio).  Oficina de promoción deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Servicio de Medicina Deportiva: acondicionamiento cardiovascular, fisioterapia deportiva, reconocimientos médicos deportivos y servicio de fisioterapia.  Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  C olumna de rescate cardíaco.   Acceso controlado.;Metro: Pacífico (líneas 1 y 6), Menéndez Pelayo (línea 1).  Renfe: Méndez Alvaro, Atocha (todas las líneas de cercanías).  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=380d5f463b81c010VgnVCM1000000b205a0aRCRD;DAOÍZ Y VELARDE;PLAZA;V;5;;;;;MADRID;MADRID;28007;1;PACIFICO;3;RETIRO;442528;4472638;4.040.236.990.974.130;-36.772.808.932.293.200;"914 338 950                                                                                  
914 338 770";;idmdvelarde@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
84661;CDM El Olivillo;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Infantiles (6 a 14 años): tenis de mesa.   Equipamientos    Superficie total de las instalaciones: 2.660 metros cuadrados.  Unidades deportivas cubiertas:  pabellón polideportivo.   Deportes practicables:  baloncesto y fútbol sala.   Acceso controlado.;Metro: Lucero (línea 6).;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=61ff5c2cdc41c010VgnVCM2000000c205a0aRCRD;OLIVILLO;CALLE;V;4;;;;;MADRID;MADRID;28011;3;LUCERO;10;LATINA;436711;4473147;4.040.652.470.221.460;-3.745.889.233.801.080;914 790 212;;idmolivillo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4676;CDM Entrevías;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8:30 a 14:30 y de 14:45 a 20:30 horas.  Sabádos, domingos y festivos: de 8:30 a 14:30 horas.     Cierre completo del centro      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre infantiles  actividad física y juegos, matrogimnasia, matronatación y natación peques.  Infantiles (edad, según modalidades): natación, fútbol, hábitos saludables,  polideportiva, pretenis, tenis y voleibol.  Jóvenes y personas adultas: acondicionamiento de nadadores, combinada (acuagim-fitness, natación-pilates), fitness, fútbol, hábitos saludables, natación, natación embarazadas, pilates y tenis.  Mayores 65 años: acondicionamiento físico, hábitos saludables, natación y pilates.  Personas con discapacidad: natación.  Programa deportivo en la calle:  caminar por Madrid.    Equipamientos    Superficie total de las instalaciones: 41.800 metros cuadrados.  Unidades deportivas al aire libre: 1 campo de fútbol (de césped artificial), piscina (vaso de 50 metros y vaso infantil), 2 pistas de tenis, rocódromo y tenis de mesa.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), 1 pista polideportiva, 2 salas multiusos y sala de musculación.  Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayuda técnica para la accesibilidad:  1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Acceso controlado.;Renfe: Asamblea de Madrid - Entrevías (líneas C2, C7 y C8).  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e57b0c40971c010VgnVCM1000000b205a0aRCRD;SUR;RONDA;V;4;;;;;MADRID;MADRID;28053;1;ENTREVIAS;13;PUENTE DE VALLECAS;442741;4469977;40.378.413.212.706.200;-3.674.532.317.137.480;917 854 214;;idmentrevias@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
120275;CDM Faustina Valladolid;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20:30 horas. Festivos:  Lunes  a viernes, cerrado. Sábados y domingos, de 9 a 20:30 horas.     Cierre completo del centro   Festivos, y fines de semana del mes agosto, y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-Infantiles: actividad física y juegos, matronatación y (2 y 3 años) natación.  Infantiles baloncesto, fútbol, gimnasia rítmica, karate, natación, pádel, salvamento acuático, tenis y pre-tenis.  Jóvenes y personas adultas acuapilates, aerofitness, aquapilates/natación salud, carrera acuática, carrera acuática/natación, ciclo sala, fitness, fitness acuático, gim-jazz fitness, karate, natación, pádel, pilates,  salvamento acuático y tenis.    Mayores de 65 años: acondicionamiento físico deportivo, acuapilates,  baile estiramientos/relax, gimnasia acuática (acuagim), natación y pilates (iniciación).  Actividades para personas con discapacidad física: natación (infantil y adulto).  Actividades para personas con discapacidad intelectual (de 6 a 64 años, según modalidades): baloncesto (mayores de 12 años),  pádel (infantil y adulto).  Actividades para personas con discapacidad sensorial (sordos): natación (mayores de 16 años), pádel (mayores de 16 años) y voleibol.   Equipamientos    Superficie total de las instalaciones: 47.000 metros cuadrados.  Unidades deportivas al aire libre: campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 10 pistas de pádel y 9 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (1 vaso de 25 m. y 1 vaso de enseñanza), sala de esgrima,sala de musculación y 2 salas multiusos.   Ayuda técnica para la accesibilidad: 1 ascensor y 2 grúas de piscina.  Columna de rescate cardíaco.   Acceso controlado.;Metro: Valdebernardo (línea 9).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64f79262ef5d010VgnVCM1000000b205a0aRCRD;LADERA DE LOS ALMENDROS;CALLE;V;2;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;447145;4472806;4.040.418.961.057.290;-3.622.901.144.863.190;917 723 591;;idmvaldebernardo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4703;CDM Fernando Martín;;Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes, de 8:30 a 20:30 horas.Sábados, domingos y festivos (primeros y últimos de mes), de 8:30 a 14:30 horas.  Cierre completo del Centro:  El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre infantiles: (4 y 5 años) actividad física y juegos, y natación.  Infantiles  (edad, según modalidades)  : baloncesto, natación, salvamento acuático, pretenis y tenis.    Personas jóvenes y adultas:   aeróbic, bailes, baloncesto, gimnasia acuática (acuagim), fitness, fitness acuático, natación, natación de compensación, natación embarazadas, pilates y tenis.    Mayores 65 años   : acondicionamiento físico, gimnasia acuática (acuagim), natación y pilates.     Programa deportivo en la calle:  caminar por Madrid.    Equipamientos    Superficie total de las instalaciones: 11.200 metros cuadrados.  Unidades deportivas al aire libre:   pista polideportivo, 2 pistas de tenis y 4 pistas de pádel.        Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala multiusos y sala de musculación.      Oficina de promoción deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera información sobre escuelas de promoción deportiva.  Columna de rescate cardíaco.   Acceso controlado.;Metro: Francos Rodríguez (línea 7).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD;SANTO ANGEL DE LA GUARDA;AVENIDA;V;6;;;;;MADRID;MADRID;28039;4;VALDEZARZA;9;MONCLOA-ARAVACA;439619;4479162;40.460.935.404.623.100;-37.121.918.299.288.600;914 507 344 - 914 505 530;;idmfmartin@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4623547;CDM Francisco Fernández Ochoa;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de la distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 8 a 21 horas. Sábados, domingos y festivos: de 8 a 20 horas.   Cierre completo del centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.  La piscina permanecerá cerrada del 1 al 31 de agosto.;Clases y escuelas deportivas    Preinfantiles:  matronatación, natación peques, educación física de base (polideportiva).   Infantiles  (edad, según modalidades) : aeróbic/bailes, bailes, baloncesto, fútbol, gimnasia rítmica, hockey patines, judo, natación, natación deportiva, natación sincronizada, patinaje, educación física de base (polideportiva), tenis y voleibol.    Jóvenes y adultos  (jóvenes 15 a 26 años- adultos 27 a 64 años): acondicionamiento físico/total training, aeróbic/step, aeróbic/zumba, bailes, ciclo sala, combinada/compensación, defensa personal, entrenamiento funcional (suspensión, hit, trx), fitness cross, fitness/body attack, fitness/body contact, gimnasia suave/body balance, fútbol, natación, natación de compensación, natación deportiva, natación embarazadas, pádel, patinaje, pilates, tenis, tonificación/bodypump, tonificación/grit series, triatlón, triatlón swimmers.    Mayores 65 años : actividad acuática, actividad física /en forma sénior, gimnasia acuática (acuagim/acua sénior), natación, pilates sénior.   Personas con discapacidad : actividad acuática, natación para personas con daño cerebral adquirido, pádel adaptado.    Programa deportivo en la calle: triatlón runners.    Equipamientos    Superficie total de las instalaciones: 7.706,41 metros cuadrados  Unidades Deportivas al aire libre: 2 campos de fútbol 7 (césped artificial), pista de hockey patines y patinaje techada, 8 Pistas de pádel,y  6 Pistas de tenis.  Unidades Deportivas cubiertas: pabellón polideportivo, piscinas con solárium ( (vaso de 50 metros distribuido en calles de 25 metros y vaso de enseñanza), 3 salas multiusos, sala de musculación.  Ayudas técnicas para la accesibilidad: 2 ascensores y 2 grúas de piscina.  Servicio de Medicina Deportiva: fisioterapia del deporte.  Acceso controlado.;Metro: La Peseta , San Francisco (línea 11).  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.;Consulta listado de actividades:   Presencialmente: en el CDM  donde se desarrolla la actividad que se solicita, y dentro de los plazos establecidos.  En linea:  a través de Deportes/web y descargándote la app Avisos Madrid, a través de uno de los siguientes enlaces.  Para Android, a traves de Google Play  Para iOs, a través de Apple Store;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD;CATORCE OLIVAS;CALLE;V;1;;;;;MADRID;MADRID;28054;6;BUENAVISTA;11;CARABANCHEL;437097;4468625;4.036.581.776.978.110;-3.740.893.980.533.780;"915 883 623 
915 883 731";;idmffochoa@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
124194;CDM Félix Rubio;;Horario de uso  de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De 9 a 20:30 horas, de lunes a domingo.   Cierre completo del centro   Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas y deportivas    Infantiles: escuelas en colaboración de fútbol, balonmano y gimnasia rítmica.    Jóvenes y personas adultas: escuelas en colaboración de fútbol, balonmano y gimnasia rítmica, clases de acondicionamiento físico general, tonificación, corrección postural dentro del programa Gimnasia Salud.   Mayores 65 años:   acondicionamiento físico.     Equipamientos    Superficie total de las instalaciones: 8.630 metros cuadrados.  Unidades Deportivas al aire libre: bloque de escalada, campo de fútbol (césped artificial, convertible en 2 campos de fútbol 7), frontón corto, 2 pistas de baloncesto 3 x 3, 4 pistas de frontenis, pista de fútbol 5 x 5, 2 pistas de fútbol 1 x 1 (pistas pana), y pista polideportiva.  Unidades deportivas cubiertas:  pabellón polideportivo, rocódromo y sala de cardiovascular.    Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Acceso controlado.;Metro: Ciudad de los Angeles (línea 3).  Renfe: Villaverde Bajo (líneas C3 y C4).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=330d79262ef5d010VgnVCM1000000b205a0aRCRD;ALIANZA;CALLE;V;4;;;;;MADRID;MADRID;28041;4;LOS ROSALES;17;VILLAVERDE;441281;4467659;40.357.429.678.675.200;-3.691.528.804.696.940;913 180 435;;idmfrubio@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Rocodromo
4698;CDM Gallur;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 8,30 a 20,30 horas. Sábados, domingos y festivos: de 8,30 a 14,30 horas. Festivos cerrado.  Por organización del servicio, se cierra fin de semana y festivos de 10 a 10,30 horas.(esto puede verse modificado por las necesidades del servicio).   Cierre completo del centro   Mes de agosto, días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas  deportivas    Pre-Infantiles (0 a 3 años):  matronatación y natación.  Infantiles: baloncesto, fútbol, natación, natación sincronizada, polideportiva, salvamento acuático, pre-tenis y tenis y padel.  Personas jóvenes y adultas: (15 a 64 años): natación, gimnasia acuática, natación acondicionamiento, fuerza gap, pilates, fitness, entrenamiento funcional, ejercicio físico saludable, nataciones embarazadas, iniciación a la actividad física, ciclo sala, estiramientos y relajación, padel, pickleball, fitness acuático, combinada y circuito estiramiento  Mayores de 65 años : acondicionamiento físico, combinada (acondicionamiento físico musical/pilates), gimnasia acuática  /acuagim), natación y pilates.  Actividades para personas con discapacidad física: natación (infantil y adulta), entrenamiento funcional y futbol sala.   Equipamientos     Superficie total de las instalaciones: 63.896 metros cuadrados.    Unidades deportivas al aire libre: frontón largo, 10 pistas de tenis, 12 pistas de padel, 14 pistas de pickleball, campo de futbol, campo de futbol 5, pista polideportiva, pista de vóley playa, mesas de teqball.    Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), sala de musculación, sala multiusos (ciclo sala) y pista de atletismo.    Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Ayudas técnicas a la accesibilidad: 2 ascensores y 1 grúa de piscina.    Columna de rescate cardíaco.    Acceso controlado.;Metro: Carpetana, Laguna (línea 6).  Renfe: Laguna (línea C5).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92d79262ef5d010VgnVCM1000000b205a0aRCRD;GALLUR;CALLE;V;2;;;;;MADRID;MADRID;28047;1;LOS CARMENES;10;LATINA;437595;4472245;40.398.474.762.124.000;-3.735.371.180.736.430;"915 089 401
915 251 059";;idmgallur@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
51661;CDM Gimnasio Moscardó;;Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8,30 a 20,30 horas. Sábados, domingos y festivos: de 9 a 14,30 horas.   Cierre completo del centro    El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 mayo.;Clases y escuelas deportivas    Pre-Infantiles (de 1 a 3 años): Matronatación.  Pre-Infantiles (de 3 a 5 años): natación.  Infantiles (de 6 a 14 años): gimnasia rítmica, karate shyto, natación, natación sincronizada, pádel y tenis.  Clases para jóvenes (de 15 a 24 años): natación.  Clases para jóvenes y adultos (de 15 a 64 años): fitness, karate shyto, gimnasia rítmica, natación, pádel, pilates, tenis, natación acondicionamiento, natación aletas, gimnasia acuática, fitness acuático, yoga, boxeo, interválico, marcha nórdica, fuerza core, fuerza GAP, fuerza sala, circuito fitness, cuerpo-mente, entrenamiento funcional, pádel acondicionamiento.  Actividades para mayores de 65 años: acondicionamiento físico, gimnasia salud, pilates, natación, gimnasia acuática, natación salud.  Actividades para personas con discapacidad física: natación (todos los grupos de edad).  Actividades para personas con discapacidad física sensorial (sordos): natación (adultos y mayores).  Oficina de promoción deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Servicio de medicina deportiva: acondicionamiento cardiovascular, fisioterapia del deporte y reconocimientos médicos.  Atención Técnica Personalizada, ATP: registro y gestión de entrevistas personalizadas para adecuar la actividad física al ciudadano en relación con sus particularidades en el campo de la salud.   Equipamientos    Superficie: 4.650 metros cuadrados.  Unidades deportivas al aire libre: 1 pista de pádel (cristal), 1 pista de tenis.  Unidades deportivas cubiertas: 1 pabellón de gimnasia, 1 pabellón polideportivo, 2 piscinas de 25 metros y 1 vaso de enseñanza, 2 salas multiusos, 1 sala de enfermería, 1 sala de medicina deportiva, 1 sala de fisioterapia y 1 sala de musculación.  Ayudas técnicas para la accesibilidad: 2 ascensores, 1 plataforma y 1 grúa de piscina.  Columna de rescate cardíaco.   Acceso controlado.;Metro: Avenida de América (líneas 4, 6, 7 y 9), Cartagena (línea 7), Diego de León (líneas 4, 5 y 6).  Bicicleta:  El centro dispone de aparcabicicletas  exterior con capacidad para 25 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7cee7510551c010VgnVCM2000000c205a0aRCRD;PILAR DE ZARAGOZA;CALLE;V;93;;;;;MADRID;MADRID;28028;4;GUINDALERA;4;SALAMANCA;442795;4476586;40.437.945.289.676.900;-3.674.502.029.997.260;913 553 201 -  919 246 793;;idmgmoscardo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4680;CDM Hortaleza;;Horario de uso de las instalaciones deportivas   Para conocer el horario de apertura de las distintas instalaciones del centro deportivo, rogamos lo consulten directamente con el propio centro.  Horario de taquilla:     De lunes a viernes: de 8:30 a 20:30 horas. Sábados y domingos: de 8:30 a 14:30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.;Clases y escuelas deportivas    Peques: natación.  Infantiles (edad, según modalidades): bádminton, gimnasia rítmica, natación, salvamento acuático y tenis.  Personas jóvenes: bádminton, natación, salvamento acuático y tenis.  Personas adultas: aerofitness, aerogap, carrera acuática, ciclo sala, circuito, correr por Madrid, estiramientos-relajación, fitness, fitness acuático, gimnasia salud, natación, pádel, pilates, tenis, yoga.  Mayores 65 años: acondicionamiento físico, cuerpo y mente, estiramientos-relajación y natación.  Actividades para personas con discapacidad física:   natación (adulta e infantil).       Equipamientos      Superficie total de las instalaciones: 46.956 metros cuadrados.  Unidades deportivas al aire libre:  piscina (vaso de 50 metros, vaso de enseñanza y vaso infantil), 4 pistas de pádel (adaptadas y de césped artificial), pista polideportiva y 1 pista de tenis (césped artificial).   Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros), sala multiusos, ciclo-sala y sala de musculación.   Accesibilidad:  2 grúas de piscina.   Columna de rescate cardíaco.   Acceso controlado.;Metro: Parque de Santa María (línea 4), Hortaleza (línea 4).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=705d79262ef5d010VgnVCM1000000b205a0aRCRD;ESTACION DE HORTALEZA;CARRETERA;V;11;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;444784;4481305;404.787.279.264.401;-36.527.183.525.553.000;913818260;;idmhortaleza@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4704;CDM José María Cagigal;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo de 8:30 a 20:30 horas.   Cierre completo del centro      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años): matronatación y natación.  Infantiles (edad según modalidad)  : baloncesto, balonmano, psicomotricidad, natación,  natación discapacitados, salvamento y socorrismo, tenis y pádel.    Jóvenes y personas adultas (de 15 a 64 años): acondicionamiento físico deportivo, acondicionamiento nadadores, aero-fitness, carrera acuática, ciclo-sala, circuito fitness, cuerpo-mente, estiramientos y relajación, fitness acuático, (GAP) fuerza- glúteos-abdomen-piernas, natación, natación embarazadas, musculación, pilates y salvamento y socorrismo.     Mayores de 65 años: actividad acuática, actividad física, carrera acuática, natación, pilates, tenis y yoga.    Programa Deporte en la calle: caminar por Madrid, y marcha nórdica.  Programa de Psicomotricidad infantil    Actividades para la Salud: ejercicio físico saludable, dolor crónico, acondicionamiento cardiovascular y escuela de espalda.   Equipamientos    Superficie total de instalaciones: 18.850 metros cuadrados.  Unidades deportivas al aire libre: piscina (vaso de 50 metros vaso de recreo y vaso infantil), 3 pistas de pádel y 3 pistas de tenis.      Unidades deportivas cubiertas:     pabellón polideportivo, piscina (vaso de 25 metros), vaso de enseñanza, 2 salas multiusos, sala de ciclo y sala de multitrabajo.  Servicio de Medicina Deportiva: reconocimientos médicos y rehabilitación cardiaca.  Servicio de Fisioterapia: sala de fisioterapia e hidroterapia deportiva   Unidades auxiliares: auditorio y sala de lectura (gestión Junta Municipal).  Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Ayudas técnicas para la accesibilidad: 3 ascensores, rampas de acceso y grúa de piscinas.  Columna de rescate cardíaco.   Acceso controlado.;Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones  .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=177d79262ef5d010VgnVCM1000000b205a0aRCRD;SANTA POLA;CALLE;V;22;;;;;MADRID;MADRID;28008;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;437491;4475985;4.043.214.955.342.780;-37.369.645.992.831.300;608268794;;idmjmcagigal@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
